scorer,,,experimenter,experimenter,experimenter,experimenter,experimenter,experimenter,experimenter,experimenter,experimenter,experimenter,experimenter,experimenter,experimenter,experimenter,experimenter,experimenter,experimenter,experimenter,experimenter,experimenter
bodyparts,,,head,head,tail_1,tail_1,tail_2,tail_2,tail_3,tail_3,tail_4,tail_4,tail_5,tail_5,tail_6,tail_6,tail_7,tail_7,tail_8,tail_8,tail_9,tail_9
coords,,,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y,x,y
labeled-data,121106_video,img011.png,469.57628003041856,426.7358473282717,467.6090685095962,422.24547320465547,465.0431404389584,417.3274444025997,462.9476325146042,413.1364285538913,460.2961735082785,408.77435083380703,457.90130730901654,404.54056951725465,455.54920657759857,400.52061553992206,452.5556238285211,395.8164140770861,449.60480654728764,390.7700888714984,447.12440941233774,385.50993632669093
labeled-data,121106_video,img012.png,469.6618109661065,425.8377725035484,468.2077850594117,421.7322875905279,466.49716634565317,417.96892642025915,463.6318800001076,414.3766271213662,460.85212459025,410.3994386118776,458.3717274553001,406.59331197376486,456.14792312741406,402.8299508034961,453.7958223959961,398.42510761556787,451.14436338967033,394.36238817039134,450.1179921614152,390.47073059659067
labeled-data,121106_video,img035.png,479.7116959094379,427.8049840243707,475.6917419321053,424.4692775325416,471.28689874417717,420.9625091693365,466.66822821702914,417.5840372096634,462.39168143263277,413.7779105715506,458.28619651961225,410.1856112726577,454.82219362425127,407.4486213306441,450.50288137201096,404.2412112423469,446.3118655233026,400.4350846042341,441.99255327106226,396.75725436965325
labeled-data,121106_video,img046.png,492.0464902822352,436.3400331045026,488.40399985390405,433.98108692234524,484.8308901956363,431.6568311252197,481.3271613074321,428.77752916758647,478.48254973483057,426.4532733704608,475.60324777719734,424.163707958367,472.7933265896276,421.9435233163366,469.8099534768992,419.58457713417926,466.4796765138535,417.0521790268632,463.25347070590306,414.4157097644521
labeled-data,121106_video,img050.png,493.22820056150044,436.70197351072295,487.97016814927247,433.6090132682359,482.71213573704455,429.89746097725146,478.7086938304012,426.9842479651738,475.5364090483483,424.3847368243248,471.3948150273347,421.6089876400285,467.60569709321584,419.0094764991796,463.9487576916826,416.4540248691925,459.807163670669,413.2817400871395,456.1942837799976,410.3738123702576
labeled-data,121106_video,img063.png,482.67404980796744,430.376830301536,480.0745386671185,427.2926645412067,476.77007535248,423.5476061179498,473.025016929223,420.77185693365345,468.35470877786724,419.09759552090327,463.4641030722023,417.2030365538439,459.5868661163598,414.42728736954757,455.7096291605173,411.6074786743893,452.3170468241551,408.47925340319824,448.0873337814178,405.17479008855975
labeled-data,121106_video,img095.png,484.2918055956521,471.470097549981,483.39204688684026,467.1212637907238,482.24235520335844,463.0723496010705,481.14265011481064,458.8234890316813,479.5930656718569,454.874548031896,477.7435616592993,450.52571427263877,476.5438833808834,445.9269475387116,475.64412467207165,441.4281539946524,474.4444463936559,437.0293336404612,472.9448485456361,432.68049988120396
labeled-data,121106_video,img104.png,485.041604519662,472.0699366891889,483.89191283618015,467.8710627147336,482.4922881780284,463.67218874027844,481.0926635198766,459.0234354114172,479.4930924819889,454.42466867749005,477.7435616592993,449.076103019553,476.19397721634556,443.8774971464179,474.9942989379297,438.82885105808487,473.84460725444796,434.33005751402567,471.69518367228636,429.33139802062664
labeled-data,121106_video,img117.png,484.88018135269004,471.59599714042497,482.99540655661826,465.22675817438915,481.37060069793563,459.70241825486835,479.94077154229495,454.3730550383894,478.1209889805704,448.19879277539553,476.23621418449864,442.8044373245693,474.611408325816,437.8000352798269,472.8566179984388,432.08071865726413,471.1668199054089,427.27129331556364,469.2820451093371,422.3318835051686
labeled-data,121106_video,img128.png,485.4651114618158,472.5058884212873,484.1002745405224,467.5664786108922,482.5404609161871,461.97714645702405,480.52570165142066,456.0628531314194,478.3809579179597,450.60350544624583,476.30120641884594,444.23426648021007,474.611408325816,438.12499645156345,472.9216102327861,432.0157264229168,470.2569286245467,426.10143309731217,469.2820451093371,419.862178599971
labeled-data,121106_video,img160.png,485.20514252442655,473.09081853041295,484.1002745405224,467.8264475482813,482.6054531505344,463.21199890962276,480.9156550575045,458.9225114427007,478.9658880270854,453.008218117096,477.7960278088339,447.67885490061707,475.7812685440675,442.0245305124016,474.0264782166903,436.8251517646173,472.5316568267023,431.4307963137911,471.36179660845085,426.16642533165947
labeled-data,121106_video,img170.png,484.81518911834274,471.66098937477227,483.7753133687859,466.8515640330718,482.5404609161871,461.84716198832933,480.7856705888099,457.2977055840181,478.9008957927381,452.4882802423176,477.2760899340555,447.22390926018596,475.91125301276213,442.739445090222,474.3514393884268,438.0600042172161,472.72663352974416,433.2505788755156,471.29680437410343,427.72623895599475
labeled-data,121106_video,img195.png,485.2051425244266,472.8958418273711,484.1002745405225,468.0864164856706,482.86542208792366,463.34198337831737,480.9156550575045,458.6625425053115,479.6158103705585,453.0082181170961,477.92601227752857,447.4188859632279,475.78126854406753,441.0496469971921,473.1815791701754,436.3052138898389,471.68675778018735,431.1058351420546,470.126944155852,425.71147969122836
labeled-data,121106_video,img209.png,482.4754686818398,474.3256709830118,481.89053857271404,468.3463854230598,481.3056084635883,462.49708433180245,480.33072494837876,457.2327133496708,479.4208336675165,451.513396727108,479.1608647301273,446.1840335106291,477.8610200431812,439.94477901328787,477.27608993405545,434.4854313281144,476.0412374814567,428.8311069398989,474.4164316227741,423.69672042646187
labeled-data,121106_video,img227.png,480.9156550575045,476.1454535447362,480.46070941707336,471.0760592656465,480.46070941707336,465.61671158047295,480.52570165142066,460.54731730138326,480.65568612011526,455.67289972533547,480.52570165142066,450.9284666179823,480.59069388576796,446.3140179793237,480.52570165142066,441.11463923153934,480.33072494837876,436.43519835853346,480.20074047968416,431.62577301683297
labeled-data,121106_video,img239.png,481.0456395261991,476.53540695082006,480.9806472918518,471.5959971404249,481.0456395261991,466.13664945525136,480.78567058880986,460.35234059834136,480.52570165142066,454.8280006788205,480.65568612011526,449.17367629060504,480.59069388576796,443.389367433695,480.13574824533686,438.5799420919945,480.07075601098956,433.4455555785575,479.4858259018638,428.50614576816236
labeled-data,121106_video,img248.png,480.9806472918518,476.1454535447362,480.72067835446256,471.401020437383,480.59069388576796,466.13664945525136,480.59069388576796,460.80728623877246,480.39571718272606,455.60790749098817,480.26573271403146,449.49863746234155,480.26573271403146,443.77932083977885,480.20074047968416,438.254980920258,479.9407715422949,432.92561770377904,479.8107870736003,427.72623895599475
labeled-data,121106_video,img253.png,480.78567058880986,476.3404302477781,480.65568612011526,470.4261369221735,480.46070941707336,464.77181253395804,480.52570165142066,459.3124648487845,480.52570165142066,453.72313269491633,480.59069388576796,448.3287772440901,480.46070941707336,442.8694295589165,480.20074047968416,437.6700508111322,479.9407715422949,432.53566429769523,479.87577930794765,427.40127778425824
